player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
152,223345,2025/26,50,48,358,0,0,1,5,0,0,0,2,0,0,0,12
