player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
57,465987,2025/26,55,56,2843,2,1,8,48,0,0,0,5,0,0,14,104
