player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
299,55882,2025/26,65,72,2748,10,7,6,49,0,0,2,3,1,0,20,151
