player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
508,703696,2025/26,45,45,1342,4,3,4,17,0,0,0,5,0,0,7,72
