player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
405,167720,2025/26,50,49,2930,2,9,5,51,0,0,0,5,0,0,14,117
