player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
449,501776,2025/26,45,46,2281,7,6,6,38,0,0,0,2,0,0,11,126
