player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
189,636869,2025/26,45,45,39,0,0,0,1,0,0,0,0,0,0,0,2
