player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
289,230428,2025/26,45,46,1861,1,3,5,29,0,0,0,7,1,0,9,71
