player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
397,208749,2025/26,55,55,1936,5,6,1,35,0,0,0,2,1,0,15,104
