player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
360,463414,2025/26,75,88,2347,11,9,7,42,0,0,1,1,0,0,15,155
