player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
91,508546,2025/26,45,44,3053,1,2,6,56,0,0,0,2,0,0,8,87
