player_id,opta_id,season_name,start_cost,end_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points
312,551220,2025/26,40,41,2790,0,0,6,65,0,0,0,0,0,127,4,95
