player_id,opta_id,first_name,second_name,web_name,known_name,team_id,team_opta_id,team_name,team_short_name,element_type,position,status,news,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,total_points,now_cost,selected_by_percent
24,568465,Mika,Godts,Godts,,1,215,Ajax,AJA,3,MID,a,,2674,17,12,8,38,0,0,0,2,0,0,31,220,93,30.1
25,493014,Oliver,Edvardsen,Edvardsen,,1,215,Ajax,AJA,3,MID,i,Blessure,630,0,2,0,14,0,0,0,3,0,0,0,25,72,0.8
26,110504,Bertrand,Traoré,Traoré,,1,215,Ajax,AJA,3,MID,u,Vertrokken naar Sunderland,62,0,0,1,0,0,0,0,0,0,0,0,3,75,0.6
27,88935,Steven,Berghuis,Berghuis,,1,215,Ajax,AJA,3,MID,a,,1130,4,3,8,8,0,0,0,3,0,0,10,76,70,7.6
29,492766,Christian,Rasmussen,Rasmussen,,1,215,Ajax,AJA,3,MID,u,Vertrokken naar Fortuna Düsseldorf,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.0
30,593012,Don-Angelo,Konadu,Konadu,,1,215,Ajax,AJA,4,FWD,a,,175,0,0,1,4,0,0,0,0,0,0,0,10,43,0.3
31,441264,Brian,Brobbey,Brobbey,,1,215,Ajax,AJA,4,FWD,u,Vertrokken naar Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1.3
32,120202,Wout,Weghorst,Weghorst,,1,215,Ajax,AJA,4,FWD,a,,1777,8,4,7,25,0,0,0,6,0,0,12,95,79,16.1
33,147675,Chuba,Akpom,Akpom,,1,215,Ajax,AJA,4,FWD,u,Verhuurd aan Ipswich Town,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.1
34,463212,Carlos,Forbs,Forbs,,1,215,Ajax,AJA,3,MID,u,Vertrokken naar Club Brugge,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.0
35,523672,Sivert,Mannsverk,Mannsverk,,1,215,Ajax,AJA,3,MID,u,Verhuurd aan Sparta Praag,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
36,218364,Borna,Sosa,Sosa,,1,215,Ajax,AJA,2,DEF,u,Vertrokken naar Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
497,465701,Raúl,Moro,Moro,,1,215,Ajax,AJA,3,MID,u,Vertrokken naar CA Osasuna,556,0,2,2,9,0,0,0,1,0,0,0,26,75,2.3
507,624879,Aaron,Bouwman,Bouwman,,1,215,Ajax,AJA,2,DEF,a,,553,1,0,4,3,0,0,0,2,0,0,2,35,43,0.9
519,596599,Joeri,Heerkens,Heerkens,,1,215,Ajax,AJA,1,GK,i,Enkelblessure,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.1
525,549458,Oscar,Gloukh,Gloukh,,1,215,Ajax,AJA,3,MID,a,,1549,6,7,6,18,0,0,0,3,0,0,5,102,98,7.6
554,210906,Ko,Itakura,Itakura,,1,215,Ajax,AJA,2,DEF,a,,1339,1,0,5,17,0,0,0,2,0,0,8,59,57,3.1
579,491501,James,McConnell,McConnell,,1,215,Ajax,AJA,3,MID,u,Teruggekeerd naar Liverpool,101,0,0,0,2,0,0,0,0,0,0,0,4,63,0.0
592,209914,Kasper,Dolberg,Dolberg,,1,215,Ajax,AJA,4,FWD,a,,1085,3,3,5,12,0,0,0,1,0,0,1,54,75,2.4
620,650561,Pharell,Nash,Nash,,1,215,Ajax,AJA,3,MID,a,,4,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0
623,223723,Takehiro,Tomiyasu,Tomiyasu,,1,215,Ajax,AJA,2,DEF,a,,203,0,0,2,0,0,0,0,0,1,0,0,14,55,0.1
627,650628,Abdellah,Ouazane,Ouazane,,1,215,Ajax,AJA,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
630,476876,Gastón,Ávila,Ávila,,1,215,Ajax,AJA,2,DEF,u,Verhuurd aan Rosario Central,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
633,593028,Paul,Reverson,Reverson,,1,215,Ajax,AJA,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0
659,648146,Jinairo,Johnson,Johnson,,1,215,Ajax,AJA,2,DEF,a,,10,0,0,0,0,0,0,0,0,0,0,0,1,40,0.0
664,206325,Oleksandr,Zinchenko,Zinchenko,,1,215,Ajax,AJA,2,DEF,i,Knieblessure,19,0,0,0,0,0,0,0,0,0,0,0,2,52,0.0
667,229595,Maarten,Paes,Paes,,1,215,Ajax,AJA,1,GK,a,,990,0,0,5,11,0,0,0,0,0,33,3,50,45,0.6
674,641213,Maher,Carrizo,Carrizo,,1,215,Ajax,AJA,3,MID,a,,32,0,0,0,1,0,0,0,0,0,0,0,4,68,0.0
37,563876,Rome-Jayden,Owusu-Oduro,Owusu-Oduro,,2,313,AZ,AZ,1,GK,a,,2051,0,1,6,36,1,0,0,1,0,71,5,77,49,7.9
38,86912,Hobie,Verhulst,Verhulst,,2,313,AZ,AZ,1,GK,a,,90,0,0,1,0,0,0,0,0,0,2,0,6,39,0.2
39,512317,Sem,Westerveld,Westerveld,,2,313,AZ,AZ,1,GK,u,Verhuurd aan MVV Maastricht,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0
40,514585,Daniël,Virginio Deen,Virginio Deen,,2,313,AZ,AZ,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.0
41,59108,Jeroen,Zoet,Zoet,,2,313,AZ,AZ,1,GK,a,,918,0,1,2,15,0,0,0,0,0,31,4,41,43,1.4
42,550226,Wouter,Goes,Goes,,2,313,AZ,AZ,2,DEF,a,,2744,1,0,8,44,0,0,0,9,0,0,8,86,54,14.9
43,465987,Alexandre,Penetra,Penetra,,2,313,AZ,AZ,2,DEF,a,,2843,2,1,8,48,0,0,0,5,0,0,14,104,56,3.8
44,565905,Seiya,Maikuma,Maikuma,,2,313,AZ,AZ,2,DEF,a,,142,0,0,0,0,0,0,0,0,0,0,0,7,53,0.4
45,497949,David,Møller Wolfe,Møller Wolfe,,2,313,AZ,AZ,2,DEF,u,Vertrokken naar Wolverhampton Wanderers,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1.3
46,538037,Maxim,Dekker,Dekker,,2,313,AZ,AZ,2,DEF,a,,190,0,0,0,6,0,0,0,0,0,0,0,6,39,0.2
47,498481,Denso,Kasius,Kasius,,2,313,AZ,AZ,2,DEF,a,,1216,2,2,4,18,0,0,0,3,0,0,5,60,52,9.1
48,431637,Mees,de Wit,De Wit,,2,313,AZ,AZ,2,DEF,i,Fitheid,2478,3,6,6,45,0,0,0,9,0,0,5,100,46,6.4
49,576739,Elijah,Dijkstra,Dijkstra,,2,313,AZ,AZ,2,DEF,a,,1266,0,1,3,22,0,0,0,1,0,0,2,41,39,0.6
50,219262,Peer,Koopmeiners,Koopmeiners,,2,313,AZ,AZ,3,MID,a,,2129,2,0,6,36,0,0,0,5,0,0,6,69,58,3.9
51,85654,Jordy,Clasie,Clasie,,2,313,AZ,AZ,3,MID,a,,810,1,1,1,13,0,0,0,2,1,0,5,29,50,2.4
52,463414,Sven,Mijnans,Mijnans,,2,313,AZ,AZ,3,MID,a,,2347,11,9,7,42,0,0,1,1,0,0,15,155,88,22.7
53,232380,Kristijan,Belic,Belic,,2,313,AZ,AZ,3,MID,u,Verhuurd aan Maccabi Tel Aviv,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
55,568188,Kees,Smit,Smit,,2,313,AZ,AZ,3,MID,d,Fitheid,2131,3,4,7,36,0,0,0,5,0,0,5,83,48,21.1
58,447235,Troy,Parrott,Parrott,,2,313,AZ,AZ,4,FWD,a,,2198,16,7,6,37,1,0,3,3,0,0,21,147,89,48.1
59,438251,Ibrahim,Sadiq,Sadiq,,2,313,AZ,AZ,3,MID,a,,625,2,0,0,11,0,0,0,3,0,0,0,28,62,0.6
60,568185,Jayden,Addai,Addai,,2,313,AZ,AZ,3,MID,u,Vertrokken naar Como,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
61,538040,Ernest,Poku,Poku,,2,313,AZ,AZ,3,MID,u,Vetrokken naar Bayer Leverkusen,76,0,1,0,1,0,0,0,0,0,0,0,5,54,1.6
62,509478,Mayckel,Lahdo,Lahdo,,2,313,AZ,AZ,3,MID,u,Verhuurd aan Brøndby IF,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
63,563877,Mexx,Meerdink,Meerdink,,2,313,AZ,AZ,4,FWD,a,,876,5,2,3,15,0,0,0,2,0,0,9,60,79,17.2
64,550228,Ro-Zangelo,Daal,Daal,,2,313,AZ,AZ,3,MID,a,,1343,1,0,4,24,0,0,0,1,0,0,0,46,41,0.7
65,646065,Mateo,Chávez,Chávez,,2,313,AZ,AZ,2,DEF,a,,819,1,3,3,13,0,0,0,5,0,0,6,52,41,0.7
67,540409,Finn,Stam,Stam,,2,313,AZ,AZ,2,DEF,u,Verhuurd aan Willem II,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.4
68,498042,Myron,van Brederode,Van Brederode,,2,313,AZ,AZ,3,MID,u,Vertrokken naar KV Mechelen,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.0
313,441441,Jizz,Hornkamp,Hornkamp,,2,313,AZ,AZ,4,FWD,i,Enkelblessure,1337,10,1,1,36,0,0,0,2,1,0,14,87,56,2.1
449,637895,Ayoub,Oufkir,Oufkir,,2,313,AZ,AZ,3,MID,a,,911,1,2,2,13,0,0,0,3,0,0,3,42,42,0.4
501,513456,Isak,Jensen,Jensen,,2,313,AZ,AZ,3,MID,a,,2029,2,5,8,28,0,0,0,0,0,0,2,89,63,0.2
527,577122,Billy,Van Duijl,Van Duijl,,2,313,AZ,AZ,2,DEF,a,,585,1,0,3,7,0,0,0,0,0,0,2,30,40,0.0
570,590008,Jasper,Hartog,Hartog,,2,313,AZ,AZ,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0
575,560551,Weslley,Pinto Batista,Patati,,2,313,AZ,AZ,3,MID,a,,1435,2,4,6,24,0,0,0,0,0,0,2,70,70,0.2
578,568281,Matej,Sín,Sín,,2,313,AZ,AZ,3,MID,a,,539,1,1,1,8,0,0,0,1,0,0,2,31,62,0.0
613,631118,Andrea,Natali,Natali,,2,313,AZ,AZ,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0
615,647866,Kasper,Boogaard,Boogaard,,2,313,AZ,AZ,3,MID,a,,708,0,2,2,13,0,0,0,1,0,0,5,30,45,0.0
616,647853,Wassim,Bouziane,Bouziane,,2,313,AZ,AZ,3,MID,a,,71,0,1,0,3,0,0,0,0,0,0,0,7,45,0.0
662,622188,Rion,Ichihara,Ichihara,,2,313,AZ,AZ,2,DEF,a,,93,0,0,1,0,0,0,0,0,0,0,0,7,45,0.0
678,647873,Rio,Robbemond,Robbemond,,2,313,AZ,AZ,3,MID,a,,69,0,0,0,1,0,0,0,1,0,0,0,1,45,0.0
689,672422,Bendegúz,Kovács,Kovács,,2,313,AZ,AZ,4,FWD,a,,11,0,0,0,0,0,0,0,0,0,0,0,2,45,0.0
11,615379,Dies,Janse,Janse,,3,425,FC Groningen,GRO,2,DEF,a,,2724,2,2,10,36,0,0,0,6,0,0,17,118,49,4.0
93,216139,Etienne,Vaessen,Vaessen,,3,425,FC Groningen,GRO,1,GK,a,,2512,0,1,8,35,0,0,0,3,0,69,7,97,47,7.8
94,168014,Hidde,Jurjus,Jurjus,,3,425,FC Groningen,GRO,1,GK,a,,547,0,0,1,10,0,0,0,0,0,25,2,20,39,1.5
95,573132,Dirk,Baron,Baron,,3,425,FC Groningen,GRO,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.1
96,633744,Wouter,Prins,Prins,,3,425,FC Groningen,GRO,2,DEF,a,,470,0,2,0,15,0,0,0,0,0,0,0,28,43,0.2
97,538777,Thijmen,Blokzijl,Blokzijl,,3,425,FC Groningen,GRO,2,DEF,a,,3046,1,1,10,44,0,0,0,4,0,0,6,103,47,6.5
98,428920,Marco,Rente,Rente,,3,425,FC Groningen,GRO,2,DEF,a,,2264,3,4,10,29,0,0,0,2,1,0,7,117,52,9.6
99,134408,Marvin,Peersman,Peersman,,3,425,FC Groningen,GRO,2,DEF,a,,2815,3,1,11,38,0,0,0,5,0,0,6,120,48,4.6
100,646652,Sven,Bouland,Bouland,,3,425,FC Groningen,GRO,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.1
101,520262,Stije,Resink,Resink,,3,425,FC Groningen,GRO,3,MID,i,Knieblessure,2088,5,5,7,31,1,0,0,5,0,0,11,97,55,3.5
103,601181,Jorg,Schreuders,Schreuders,,3,425,FC Groningen,GRO,3,MID,a,,2821,1,3,10,40,0,0,0,3,0,0,4,90,57,0.6
104,538778,Tika,de Jonge,De Jonge,,3,425,FC Groningen,GRO,3,MID,a,,2038,3,1,8,29,0,0,0,3,0,0,12,86,44,0.3
105,103194,Mats,Seuntjens,Seuntjens,,3,425,FC Groningen,GRO,3,MID,a,,172,1,0,0,4,0,0,0,0,0,0,0,21,47,0.3
107,659908,David,van der Werff,Van der Werff,,3,425,FC Groningen,GRO,3,MID,a,,2040,3,2,9,28,0,0,0,2,0,0,1,86,42,0.2
108,490132,Noam,Emeran,Emeran,,3,425,FC Groningen,GRO,3,MID,u,Verhuurd aan FC Emmen,33,0,0,0,2,0,0,0,0,0,0,0,4,45,0.0
109,622034,Fofin,Turay,Turay,,3,425,FC Groningen,GRO,3,MID,u,Verhuurd aan TOP Oss,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0
110,597363,Thom,van Bergen,Van Bergen,,3,425,FC Groningen,GRO,4,FWD,a,,2966,9,8,11,42,0,0,0,4,0,0,7,131,57,9.2
111,546398,Rui Jorge,Monteiro Mendes,Rui Mendes,,3,425,FC Groningen,GRO,4,FWD,a,,45,0,0,0,0,0,0,0,0,0,0,0,5,42,0.2
112,490800,Romano,Postema,Postema,,3,425,FC Groningen,GRO,4,FWD,u,Verhuurd aan FC Emmen,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
113,522154,Alex,Mortensen,Mortensen,,3,425,FC Groningen,GRO,4,FWD,u,Vertrokken naar Ljungskile SK,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
114,434030,Brynjólfur,Willumsson,Willumsson,,3,425,FC Groningen,GRO,4,FWD,a,,1201,6,2,4,20,0,0,0,2,0,0,9,75,45,6.6
135,546604,Younes,Taha,Taha,,3,425,FC Groningen,GRO,3,MID,a,,2678,5,10,11,41,0,0,0,6,0,0,9,134,48,7.8
401,576754,Tygo,Land,Land,,3,425,FC Groningen,GRO,3,MID,a,,1514,3,1,4,21,0,0,0,3,1,0,8,69,44,0.1
492,192382,Oskar,Zawada,Zawada,,3,425,FC Groningen,GRO,4,FWD,i,Schouderblessure,300,3,1,0,4,0,0,0,1,0,0,5,35,52,0.7
508,639577,Tyrique,Mercera,Mercera,,3,425,FC Groningen,GRO,2,DEF,a,,852,0,1,2,17,0,0,0,3,0,0,2,34,43,0.1
511,649808,Elvis,van der Laan,Van der Laan,,3,425,FC Groningen,GRO,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.2
561,581593,Lovro,Stubljar,Stubljar,,3,425,FC Groningen,GRO,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.0
576,703860,Mark,Hoekstra,Hoekstra,,3,425,FC Groningen,GRO,3,MID,a,,34,0,0,0,1,0,0,0,1,0,0,0,3,45,0.0
594,592436,Travis,Hernes,Hernes,,3,425,FC Groningen,GRO,3,MID,a,,270,0,0,1,3,0,0,0,1,0,0,0,12,45,0.0
599,703857,Robin,Kelder,Kelder,,3,425,FC Groningen,GRO,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.0
606,703858,Yénio,Holder,Holder,,3,425,FC Groningen,GRO,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
621,644574,Nils,Eggens,Eggens,,3,425,FC Groningen,GRO,4,FWD,u,Verhuurd aan De Graafschap,6,0,1,0,1,0,0,0,0,0,0,0,5,45,0.0
632,499336,Kristian,Lien,Lien,,3,425,FC Groningen,GRO,4,FWD,u,Vertrokken naar Djurgården,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0
638,703855,Jismerai,Dillema,Dillema,,3,425,FC Groningen,GRO,3,MID,a,,1,0,0,0,0,0,0,0,0,0,0,0,1,45,0.0
682,727095,Ryan,Metu,Metu,,3,425,FC Groningen,GRO,3,MID,a,,88,0,0,0,4,0,0,0,0,0,0,0,6,45,0.0
23,511786,Kristian,Hlynsson,Hlynsson,,4,324,FC Twente,TWE,3,MID,a,,2550,10,5,7,33,0,0,0,0,1,0,18,149,65,5.6
115,84164,Lars,Unnerstall,Unnerstall,,4,324,FC Twente,TWE,1,GK,i,Buikspierblessure,2790,0,0,6,35,0,0,0,0,0,76,2,95,48,22.7
116,576412,Sam,Karssies,Karssies,,4,324,FC Twente,TWE,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.2
117,46374,Przemyslaw,Tyton,Tyton,,4,324,FC Twente,TWE,1,GK,a,,270,0,0,2,5,0,0,0,0,0,5,0,13,43,0.2
118,511168,Mees,Hilgers,Hilgers,,4,324,FC Twente,TWE,2,DEF,i,Knieblessure,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3.0
119,166377,Bas,Kuipers,Kuipers,,4,324,FC Twente,TWE,2,DEF,u,Verhuurd aan Arouca FC,115,0,0,0,4,0,0,0,0,0,0,0,7,52,1.6
121,576740,Juliën,Mesbahi,Mesbahi,,4,324,FC Twente,TWE,2,DEF,u,Verhuurd aan FC Emmen,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0
122,463005,Bart,van Rooij,Van Rooij,,4,324,FC Twente,TWE,2,DEF,a,,2923,3,7,8,39,0,0,0,5,1,0,16,135,67,25.6
124,450043,Mathias,Kjølø,Kjølø,,4,324,FC Twente,TWE,3,MID,a,,517,0,0,0,10,0,0,0,0,0,0,1,23,43,0.1
125,223345,Taylor,Booth,Booth,,4,324,FC Twente,TWE,3,MID,a,,358,0,0,1,5,0,0,0,2,0,0,0,12,48,0.4
126,229596,Michel,Vlap,Vlap,,4,324,FC Twente,TWE,3,MID,u,Vertrokken naar Al-Ahli,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2.5
127,626619,Harrie,Kuster,Kuster,,4,324,FC Twente,TWE,3,MID,u,Verhuurd aan RKC Waalwijk,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
129,178974,Arno,Verschueren,Verschueren,,4,324,FC Twente,TWE,3,MID,a,,558,0,3,0,11,1,0,0,1,0,0,0,38,51,0.2
130,521064,Max,Bruns,Bruns,,4,324,FC Twente,TWE,2,DEF,a,,797,1,0,1,11,1,0,0,0,0,0,3,29,44,0.4
131,613579,Gijs,Besselink,Besselink,,4,324,FC Twente,TWE,3,MID,u,Verhuurd aan Willem II,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
132,50165,Ricky,van Wolfswinkel,Van Wolfswinkel,,4,324,FC Twente,TWE,4,FWD,a,,1721,8,0,3,26,0,0,0,4,0,0,15,91,56,5.6
133,215145,Sam,Lammers,Lammers,,4,324,FC Twente,TWE,4,FWD,a,,1537,6,8,5,19,0,0,0,0,0,0,13,103,69,5.3
134,511167,Daan,Rots,D. Rots,,4,324,FC Twente,TWE,3,MID,a,,2356,9,6,7,28,0,0,0,5,0,0,14,137,74,6.1
136,647148,Lucas,Vennegoor of Hesselink,Vennegoor of Hesselink,,4,324,FC Twente,TWE,4,FWD,a,,60,0,0,0,1,0,0,0,0,0,0,0,5,43,0.5
137,462095,Thomas,van den Belt,Van den Belt,,4,324,FC Twente,TWE,3,MID,a,,2173,5,1,9,22,0,0,0,5,0,0,7,95,54,0.3
139,204637,Carel,Eiting,Eiting,,4,324,FC Twente,TWE,3,MID,u,Vertrokken naar Omonia Nicosia,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.2
140,576750,Mats,Rots,M. Rots,,4,324,FC Twente,TWE,2,DEF,a,,2948,4,5,9,36,0,0,0,4,0,0,12,140,62,29.8
141,436493,Issam,El Maach,El Maach,,4,324,FC Twente,TWE,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.1
212,488355,Ramiz,Zerrouki,Zerrouki,,4,324,FC Twente,TWE,3,MID,a,,2655,3,2,8,34,0,0,0,2,1,0,8,94,49,1.6
478,521880,Stav,Lemkin,Lemkin,,4,324,FC Twente,TWE,2,DEF,a,,2039,0,1,7,23,0,0,0,3,0,0,7,77,43,0.5
479,499139,Guilherme,Peixoto,Peixoto,,4,324,FC Twente,TWE,2,DEF,a,,7,0,0,0,0,0,0,0,1,0,0,0,0,43,0.0
517,109236,Robin,Pröpper,Pröpper,,4,324,FC Twente,TWE,2,DEF,a,,1714,0,0,5,23,0,0,0,6,0,0,4,59,49,5.6
559,584447,Sondre,Ørjasæter,Ørjasæter,,4,324,FC Twente,TWE,3,MID,a,,2129,3,8,10,26,0,0,0,2,0,0,2,106,70,0.6
588,550822,Daouda,Weidmann,Weidmann,,4,324,FC Twente,TWE,3,MID,a,,447,0,2,0,9,0,0,0,1,0,0,0,25,46,0.0
590,102228,Marko,Pjaca,Pjaca,,4,324,FC Twente,TWE,3,MID,a,,906,2,1,3,11,0,0,0,1,0,0,1,48,60,0.2
605,636868,Ruud,Nijstad,Nijstad,,4,324,FC Twente,TWE,2,DEF,a,,1586,1,1,5,24,0,0,0,0,0,0,2,64,40,0.3
635,721209,Bjorn,Titulaer,Titulaer,,4,324,FC Twente,TWE,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0
640,674575,Owen,Panneflek,Panneflek,,4,324,FC Twente,TWE,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
681,655383,Nigel,Groenewald,Groenewald,,4,324,FC Twente,TWE,3,MID,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.0
142,166227,Vasilios,Barkas,Barkas,,5,325,FC Utrecht,UTR,1,GK,a,,2925,0,0,9,39,0,1,0,1,0,111,10,132,51,22.7
143,120043,Michael,Brouwer,Brouwer,,5,325,FC Utrecht,UTR,1,GK,i,Peesblessure,135,0,0,0,3,0,0,0,0,0,4,0,3,43,0.2
145,530183,Kevin,Gadellaa,Gadellaa,,5,325,FC Utrecht,UTR,1,GK,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0
146,179515,Siebe,Horemans,Horemans,,5,325,FC Utrecht,UTR,2,DEF,a,,1722,0,1,3,29,0,0,0,1,0,0,5,54,52,4.3
147,97615,Mike,Van der Hoorn,Van der Hoorn,,5,325,FC Utrecht,UTR,2,DEF,a,,2197,2,0,7,28,0,0,0,1,0,0,3,87,54,3.5
148,468921,Kolbeinn,Finnsson,Finnsson,,5,325,FC Utrecht,UTR,2,DEF,u,Verhuurd aan Vålerenga IF,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.1
149,490106,Souffian,El Karouani,El Karouani,,5,325,FC Utrecht,UTR,2,DEF,a,,2834,2,14,9,36,0,0,0,3,0,0,36,176,73,69.1
150,226957,Niklas,Vesterlund,Vesterlund,,5,325,FC Utrecht,UTR,2,DEF,a,,1248,1,1,4,18,0,0,0,2,0,0,0,50,44,0.1
151,59836,Nick,Viergever,Viergever,,5,325,FC Utrecht,UTR,2,DEF,a,,1745,0,1,5,22,0,0,0,3,0,0,1,59,52,7.1
152,492979,Matisse,Didden,Didden,,5,325,FC Utrecht,UTR,2,DEF,i,Liesblessure,1885,2,0,6,28,0,0,0,3,1,0,3,70,45,0.3
153,530184,Joshua,Mukeh,Mukeh,,5,325,FC Utrecht,UTR,2,DEF,a,,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.1
154,451735,Mike,Eerdhuijzen,Eerdhuijzen,,5,325,FC Utrecht,UTR,2,DEF,a,,330,0,0,2,6,0,0,0,1,0,0,0,17,48,0.6
155,425617,Victor,Jensen,Jensen,,5,325,FC Utrecht,UTR,3,MID,i,Knieblessure,536,5,0,2,7,0,0,0,1,0,0,5,45,49,2.4
156,449915,Can,Bozdogan,Bozdogan,,5,325,FC Utrecht,UTR,3,MID,a,,412,1,0,0,7,0,0,0,0,0,0,2,28,43,0.1
157,461548,Zidane Aamar,Iqbal,Iqbal,,5,325,FC Utrecht,UTR,3,MID,a,,253,0,0,0,6,0,0,0,1,0,0,0,6,45,0.1
