fixture_id,fixture_opta_id,gameweek,team_h_id,team_h_opta_id,team_h_name,team_h_short_name,team_a_id,team_a_opta_id,team_a_name,team_a_short_name,team_h_score,team_a_score,kickoff_time,finished,started,team_h_difficulty,team_a_difficulty
1,2560828,1,7,316,Fortuna Sittard,FOR,8,734,Go Ahead Eagles,GAE,2,2,2025-08-08T18:00:00Z,True,True,,
3,2560829,1,10,320,N.E.C.,NEC,18,539,Excelsior,EXC,5,0,2025-08-09T14:30:00Z,True,True,,
2,2560830,1,6,198,Feyenoord,FEY,11,423,NAC Breda,NAC,2,0,2025-08-09T16:45:00Z,True,True,,
5,2560831,1,14,318,sc Heerenveen,HEE,17,707,FC Volendam,VOL,1,1,2025-08-09T18:00:00Z,True,True,,
4,2560832,1,13,204,PSV,PSV,15,323,Sparta Rotterdam,SPA,6,1,2025-08-09T19:00:00Z,True,True,,
9,2560833,1,12,424,PEC Zwolle,PEC,4,324,FC Twente,TWE,1,0,2025-08-10T10:15:00Z,True,True,,
7,2560834,1,1,215,Ajax,AJA,16,905,Telstar,TEL,2,0,2025-08-10T12:30:00Z,True,True,,
6,2560835,1,2,313,AZ,AZ,3,425,FC Groningen,GRO,4,1,2025-08-10T12:30:00Z,True,True,,
8,2560836,1,5,325,FC Utrecht,UTR,9,2038,Heracles Almelo,HER,4,0,2025-08-10T14:45:00Z,True,True,,
10,2560837,2,16,905,Telstar,TEL,12,424,PEC Zwolle,PEC,0,2,2025-08-15T18:00:00Z,True,True,,
11,2560839,2,18,539,Excelsior,EXC,6,198,Feyenoord,FEY,1,2,2025-08-16T16:45:00Z,True,True,,
13,2560840,2,9,2038,Heracles Almelo,HER,10,320,N.E.C.,NEC,1,4,2025-08-16T18:00:00Z,True,True,,
12,2560838,2,3,425,FC Groningen,GRO,14,318,sc Heerenveen,HEE,2,1,2025-08-16T19:00:00Z,True,True,,
16,2560841,2,8,734,Go Ahead Eagles,GAE,1,215,Ajax,AJA,2,2,2025-08-17T10:15:00Z,True,True,,
14,2560842,2,4,324,FC Twente,TWE,13,204,PSV,PSV,0,2,2025-08-17T12:30:00Z,True,True,,
18,2560843,2,15,323,Sparta Rotterdam,SPA,5,325,FC Utrecht,UTR,2,1,2025-08-17T12:30:00Z,True,True,,
15,2560844,2,17,707,FC Volendam,VOL,2,313,AZ,AZ,2,2,2025-08-17T14:45:00Z,True,True,,
17,2560845,2,11,423,NAC Breda,NAC,7,316,Fortuna Sittard,FOR,2,1,2025-08-17T18:00:00Z,True,True,,
19,2560846,3,8,734,Go Ahead Eagles,GAE,15,323,Sparta Rotterdam,SPA,0,3,2025-08-23T14:30:00Z,True,True,,
20,2560847,3,13,204,PSV,PSV,3,425,FC Groningen,GRO,4,2,2025-08-23T16:45:00Z,True,True,,
